,FL1-A,FL3-A
343,3593.1401,4954.444
344,4847.233,3239.3928
345,3800.0525,5128.5312
346,3487.814,1761.5231
347,3353.4707,2545.8337
348,5826.731,3678.0842
349,3634.3965,2805.1865
350,4166.0864,3156.997
351,3813.9316,2981.5574
352,3679.291,1372.8663
353,3436.1392,2698.499
354,5204.9346,3660.9543
355,3902.6733,4064.7673
356,3787.9148,4107.025
357,5871.322,5071.6606
358,3844.579,2215.9849
359,3384.005,2055.043
360,5069.851,5636.4883
361,3686.485,1892.2869
362,3461.6313,3106.5847
363,3639.5378,2821.091
364,3795.0227,3177.237
365,3430.925,2592.7686
366,4377.3184,2319.653
367,4039.0889,2666.1602
368,5122.153,3867.5486
369,3690.0527,3177.237
370,4999.385,3783.8179
371,3808.0198,2917.6443
372,3461.6313,2230.3296
373,3655.9773,2971.8025
374,3650.9624,2468.0679
375,3562.2317,2828.9321
376,3844.579,1662.4955
377,3294.493,1742.0897
378,3402.4297,3837.9983
379,3772.4165,2545.8337
380,3694.78,1139.7118
381,3754.3933,5162.0166
382,4349.3965,4764.5957
383,3650.9624,4727.1313
384,3479.7395,1175.5704
385,3925.3389,3672.0173
386,3778.6604,2632.6306
387,3634.3965,2408.6785
388,3482.9807,1590.4474
389,4086.2502,3285.9578
390,3469.9219,2747.06
391,3478.113,1936.7487
392,3589.0085,3755.4673
393,3347.5938,4376.515
394,4224.181,3398.7837
395,3489.4175,2377.698
396,3746.8245,2859.579
397,3904.38,3736.9624
398,3573.637,4680.8794
399,3570.804,2468.0679
400,3534.3416,1988.5569
401,4077.8743,0.0
402,3609.4153,2971.8025
403,3443.0303,4628.712
404,4356.08,3575.049
405,3461.6313,1901.2733
406,3659.7136,2556.4622
407,3553.5486,4648.928
408,3589.0085,2941.7932
409,4242.405,2844.3967
410,4958.033,2768.2734
411,4298.6553,2079.2231
412,3638.2563,3621.3657
413,3349.5583,2396.3918
414,5067.777,4034.2427
415,3771.37,4419.604
416,3547.697,4901.32
417,3815.8901,651.1766
418,3589.0085,3816.8674
419,4436.616,4203.8193
420,3549.1648,3133.543
421,3731.4185,2764.072
422,3875.6208,3767.1672
423,3902.6733,2587.6655
424,6104.2305,0.0
425,4109.497,4625.5005
426,3655.9773,1936.7487
427,5098.544,3880.9465
428,3790.9707,2617.8801
429,3854.7869,2637.4958
430,3774.5044,2617.8801
431,3610.7537,2079.2231
432,5816.282,3773.4612
433,4162.6953,3302.9268
434,6371.99,4120.5034
435,3668.3503,3234.7964
436,3791.986,2941.7932
437,3690.0527,1828.0605
438,5017.994,3277.319
439,3437.8684,2907.0686
440,3569.3828,2215.9849
441,3752.2397,3668.3503
442,3700.6414,2689.3772
443,5790.676,3891.4673
444,3321.5432,2747.06
445,3557.9043,2110.8354
446,3290.2383,2637.4958
447,5045.016,3617.406
448,4880.8237,5433.9116
449,3731.4185,2587.6655
450,3609.4153,3413.254
451,3765.0554,2958.6052
452,3557.9043,3597.2463
453,6637.513,5136.9326
454,6309.4136,4407.1045
455,5037.8267,3434.4055
456,3333.6865,2899.9402
457,3327.641,3234.7964
458,3985.1301,3469.9219
459,7584.4995,5969.8633
460,3876.5115,4382.914
461,3566.5315,2780.7556
462,3744.6458,2046.8926
463,3606.7302,3532.841
464,3716.7803,3266.371
465,6365.281,4110.7295
466,7156.418,5277.291
467,3863.928,2684.7812
468,5630.4224,4325.418
469,3869.351,3335.6902
470,3553.5486,3218.4744
471,3730.304,3583.4597
472,3953.5725,3730.304
473,5886.0513,4506.222
474,3783.8179,3526.806
475,3869.351,3538.8228
476,3812.95,5114.7456
477,4177.26,2917.6443
478,3707.6067,2186.7961
479,4724.17,3597.2463
480,3672.0173,1211.1321
481,3482.9807,2496.5361
482,3425.6711,3103.8347
483,3458.2866,3415.0415
484,3730.304,4498.352
485,3601.3274,3046.6196
486,3437.8684,2390.196
487,4086.89,5390.843
488,3396.9536,2306.342
489,5626.671,3169.7122
490,4561.9453,2390.196
491,3716.7803,4696.609
492,6367.169,4212.777
493,3514.571,2326.2512
494,3509.9253,2587.6655
495,3532.841,2855.8096
496,3816.8674,2836.7002
497,3675.664,1927.9503
498,3872.0457,3138.8196
499,3418.603,1988.5569
500,3662.1926,2809.1907
501,4502.3,3302.9268
502,3593.1401,2456.456
503,3584.8513,2632.6306
504,3775.546,4102.675
505,3391.4336,3019.4026
506,4727.813,1874.1725
507,3469.9219,3159.5576
508,3597.2463,3508.3696
509,3716.7803,3946.431
510,3337.6882,4501.6436
511,3296.6108,3061.3328
512,4435.5205,968.74835
513,3788.935,3744.6458
514,5224.5024,3250.7573
515,4586.1626,2149.3572
516,3547.697,3555.0037
517,3430.925,2617.8801
518,4123.5264,4011.6038
519,3798.0452,3396.9536
520,3700.6414,2272.387
521,3720.1875,2870.7854
522,3420.3767,3194.5005
523,3492.6133,3795.0227
524,3758.6792,2251.5398
525,5295.9346,4093.2515
526,3679.291,2414.7695
527,3609.4153,0.0
528,4378.121,4648.928
529,3597.2463,2013.8339
530,3443.0303,931.402
531,3478.113,3825.5955
532,3404.2456,3463.2974
533,4143.124,1962.8628
534,3613.4226,2556.4622
535,3253.0088,1642.1366
536,3665.894,2046.8926
537,3862.11,3463.2974
538,3589.0085,2684.7812
539,3409.6646,4787.873
540,4938.1045,3625.3018
541,4558.6626,4340.9385
542,3791.986,3192.059
543,4030.7583,4066.0903
544,3418.603,3420.3767
545,6208.546,4714.502
546,4123.5264,2617.8801
547,4029.3591,3159.5576
548,3852.9429,2450.601
549,4674.72,4670.496
550,3991.8528,0.0
551,4138.429,4552.6494
552,5634.7617,3777.6238
553,3407.863,2945.184
554,6247.6772,4467.563
555,3543.2744,2958.6052
556,3277.319,4589.871
557,3613.4226,2698.499
558,4979.1357,3458.2866
559,3645.9092,2971.8025
560,3982.8735,5310.812
561,4073.9707,4270.6885
562,3716.7803,0.0
563,3451.5479,3208.9795
564,5898.5933,3250.7573
565,3404.2456,4431.1196
566,3468.2717,2768.2734
567,3752.2397,0.0
568,3693.6013,3296.6108
569,4045.948,3133.543
570,3329.6619,4280.6206
571,3752.2397,3255.2532
572,4054.7554,2013.8339
573,3771.37,4565.21
574,3864.8352,3639.5378
575,3693.6013,1384.1367
576,3617.406,3413.254
577,3997.0327,4895.485
578,3622.6804,1292.8977
579,3589.0085,3120.1855
580,3638.2563,3652.2197
581,5234.548,4040.4666
582,5214.1855,3639.5378
583,3463.2974,2022.1672
584,3552.0906,5186.1035
585,3812.95,4188.781
586,3675.664,2978.319
587,3275.1428,2438.7917
588,5104.319,2545.8337
589,3385.8696,3384.005
590,4336.666,715.74646
591,3731.4185,2716.468
592,3884.4727,3184.6858
593,3609.4153,3413.254
594,3534.3416,3013.2217
595,3855.7068,2945.184
596,3609.4153,3376.4958
597,4289.472,3010.1125
598,4140.194,2095.1184
599,3614.7532,3357.3613
600,3353.4707,3281.6514
601,3391.4336,3182.2112
602,3912.0044,3391.4336
603,3429.1782,0.0
604,3487.814,3159.5576
605,4098.295,2720.9038
606,4791.9746,3828.4788
607,4602.258,2551.1624
608,3380.2605,3468.2717
609,3977.5762,0.0
610,4373.6943,3106.5847
611,4105.785,0.0
612,4134.885,2994.3777
613,3599.97,2921.1392
614,4078.5227,4500.0
615,3436.1392,2971.8025
616,3587.6257,4296.8296
617,4258.168,3257.4907
618,3701.8074,2670.8516
619,3436.1392,1780.769
620,3380.2605,3232.487
621,3618.7285,3277.319
622,3599.97,2941.7932
623,5950.2944,4377.7197
624,3583.4597,2821.091
625,3909.4731,3250.7573
626,3311.2612,2390.196
627,4130.7236,3232.487
628,3705.2932,3317.4482
629,4474.8057,2551.1624
630,3730.304,1269.7141
631,3337.6882,2529.6716
632,4413.9536,2859.579
633,3335.6902,2844.3967
634,3461.6313,3302.9268
635,3514.571,4805.7163
636,3517.6506,1761.5231
637,4371.672,3351.517
638,5994.64,4492.716
639,3761.875,3345.6238
640,5768.5146,3743.5537
641,5333.344,4007.2676
642,3335.6902,3540.31
643,4457.419,4121.109
644,3659.7136,441.74445
645,3495.794,3416.8245
646,3605.3835,54.062927
647,6169.695,4467.563
648,5620.7656,4313.962
649,3391.4336,3363.157
650,3627.913,2179.3938
651,3712.2095,1450.9207
652,3650.9624,3768.2205
653,5113.181,4774.771
654,3873.8357,3250.7573
655,5653.5894,4178.9185
656,7032.785,5052.7866
657,3719.0537,2870.7854
658,4034.9373,3194.5005
659,4261.0796,3279.4885
660,3880.9465,3010.1125
661,3522.2437,3385.8696
662,3458.2866,3680.4954
663,3654.727,2622.823
664,4273.5425,3184.6858
665,3489.4175,4532.377
666,3327.641,3138.8196
667,3613.4226,2788.9773
668,3647.176,5108.7056
669,3407.863,1962.8628
670,3783.8179,1461.9086
671,3670.7974,3594.5117
672,5022.3486,4838.585
673,3458.2866,2870.7854
674,4058.7793,2496.5361
675,3283.8079,2518.748
676,3456.6082,2587.6655
677,3645.9092,3655.9773
678,3492.6133,3378.3809
679,4003.631,3967.62
680,3610.7537,3156.997
681,3837.0525,2110.8354
682,3395.1184,2110.8354
683,3509.9253,2675.5186
684,3523.7678,2258.5288
685,3541.794,1246.3866
686,4363.9253,4429.646
687,3825.5955,2251.5398
688,4203.2886,3201.776
689,3468.2717,1600.875
690,3712.2095,5091.0913
691,3970.7002,3239.3928
692,3294.493,4323.231
693,3795.0227,2622.823
694,3997.0327,2535.0884
695,4095.7783,2870.7854
696,3738.0657,2518.748
697,3537.3323,2390.196
698,3654.727,0.0
699,3560.7925,805.3202
700,3566.5315,5174.2344
701,3701.8074,3003.8567
702,3623.9924,2821.091
703,3614.7532,3357.3613
704,6336.6245,4653.0464
705,3958.2896,3345.6238
706,4111.9595,3112.055
707,3573.637,3232.487
708,5696.6797,3955.1487
709,3675.664,2208.7505
710,3359.2986,3043.6426
711,4967.911,2617.8801
712,4311.288,4114.4126
713,3337.6882,2582.5347
714,4278.7407,2832.8252
715,5516.218,4058.1104
716,3750.079,2438.7917
717,5924.967,4017.3398
718,4117.4653,3072.902
719,4319.7163,4123.5264
720,4199.025,2046.8926
721,3863.928,3732.531
722,3982.1194,3616.0808
723,5285.8696,3522.2437
724,3437.8684,2832.8252
725,5323.377,3819.7898
726,3396.9536,3560.7925
727,3924.5137,3544.752
728,3722.4492,5033.17
729,3583.4597,2768.2734
730,5320.474,3052.5388
731,3652.2197,2751.3445
732,3288.1013,2420.8262
733,3514.571,3647.176
734,3541.794,3061.3328
735,4847.233,3385.8696
736,6558.222,4537.972
737,3595.8804,3385.8696
738,3478.113,2874.487
739,3453.2388,2716.468
740,5772.6567,4251.3203
741,4984.373,5173.362
742,4982.8813,4937.139
743,5540.365,3917.8726
744,3305.0195,2365.0562
745,3982.1194,2286.0864
746,3302.9268,4162.1284
747,3807.0293,3216.112
748,3750.079,1742.0897
749,5867.254,4202.7573
750,3513.026,3106.5847
751,3679.291,5060.065
752,5859.245,3949.615
753,4346.871,2215.9849
754,3787.9148,2968.5237
755,3927.8086,1692.6902
756,6054.7817,4235.381
757,3461.6313,1537.6458
758,3613.4226,918.9019
759,3575.049,3589.0085
760,3549.1648,2809.1907
761,3638.2563,4999.53
762,4701.1313,2607.9155
763,4186.0566,2496.5361
764,5032.8945,3432.6675
765,5123.339,3693.6013
766,3697.1309,2237.4404
767,3566.5315,3325.6143
768,3768.2205,3138.8196
769,3622.6804,3753.3174
770,3451.5479,4451.75
771,3549.1648,1054.9447
772,3870.2505,4083.042
773,3456.6082,2272.387
774,3525.2886,2365.0562
775,3978.3357,2934.9675
776,3315.392,1139.7118
777,4641.915,4724.17
778,3757.6104,918.9019
779,3757.6104,3133.543
780,3290.2383,3243.9602
781,3560.7925,3075.767
782,4228.787,4228.787
783,3694.78,3146.6646
784,3587.6257,2450.601
785,3627.913,3239.3928
786,3720.1875,1672.6063
787,5235.533,4191.4927
788,3468.2717,0.0
789,3679.291,2637.4958
790,3693.6013,4930.5
791,3443.0303,2751.3445
792,3834.2073,1837.3773
793,3446.45,4282.0264
