,FL1-A,FL3-A
241,4700.8945,2948.5608
242,5918.139,4144.8755
243,3959.0723,2535.0884
244,4302.291,3563.6682
245,4186.6025,322.37048
246,6184.6025,4181.674
247,6750.4165,5317.987
248,4657.647,3525.2886
249,4107.6436,2383.9648
250,5631.344,3777.6238
251,4081.1091,1910.2128
252,4151.257,1945.5001
253,4100.176,3650.9624
254,3837.9983,3208.9795
255,4940.8315,1799.827
256,4739.7285,3347.5938
257,3861.1992,3406.0566
258,5412.981,3559.3499
259,6926.21,5311.768
260,5177.1694,3670.797
261,6295.1367,5011.474
262,5927.789,3944.833
263,5006.61,3732.531
264,5821.4546,4086.2502
265,5994.248,4217.4673
266,4202.7573,2670.8516
267,6370.012,4579.258
268,3783.8179,3259.7212
269,6197.194,4908.283
270,5382.7905,3665.894
271,6084.54,4672.488
272,5512.741,3894.936
273,6038.0835,3892.3362
274,5794.786,3919.5393
275,5946.8184,3863.0198
276,5129.001,3315.392
277,4628.712,3130.8906
278,4170.0195,3825.5955
279,6401.7866,4552.0444
280,4195.27,3363.157
281,6361.046,4461.286
282,6333.172,4284.363
283,4901.4907,3413.254
284,5913.1274,4162.6953
285,4313.072,5168.3213
286,6236.8022,4536.7334
287,4086.89,4635.349
288,4294.0806,2110.8354
289,5546.4014,3468.2717
290,6277.02,4627.9106
291,6414.7437,5115.4663
292,5397.057,3868.4504
293,4902.003,4040.4666
294,5120.4883,3395.1184
295,5904.7676,4024.4375
296,5308.1104,4195.808
297,5906.6177,3292.3687
298,5589.407,3920.371
299,5337.685,3981.3645
300,4502.3,4603.9277
301,4033.5474,4377.3184
302,4310.394,4068.728
303,5900.887,4144.8755
304,5329.3096,3884.4727
305,6084.3716,4093.884
306,6666.679,4710.311
307,4359.8086,402.06403
308,4332.7954,3699.4731
309,4711.7114,3860.287
310,5440.6836,3843.643
311,6035.0015,3454.9255
312,4350.655,3296.6108
