1.300000000000000000e+01,2.600000000000000000e+01,2.900000000000000000e+01,4.000000000000000000e+01,4.400000000000000000e+01,4.100000000000000000e+01,5.500000000000000000e+01,5.600000000000000000e+01,5.900000000000000000e+01,5.800000000000000000e+01,9.400000000000000000e+01,6.700000000000000000e+01,7.000000000000000000e+01,5.100000000000000000e+01,5.700000000000000000e+01,3.700000000000000000e+01,0.000000000000000000e+00
9.100000000000000000e+01,1.320000000000000000e+02,1.310000000000000000e+02,1.440000000000000000e+02,1.810000000000000000e+02,1.800000000000000000e+02,2.020000000000000000e+02,2.460000000000000000e+02,3.080000000000000000e+02,2.900000000000000000e+02,3.430000000000000000e+02,3.180000000000000000e+02,3.440000000000000000e+02,3.180000000000000000e+02,2.870000000000000000e+02,2.190000000000000000e+02,0.000000000000000000e+00
1.060000000000000000e+02,1.680000000000000000e+02,1.660000000000000000e+02,1.850000000000000000e+02,2.390000000000000000e+02,2.560000000000000000e+02,2.940000000000000000e+02,2.930000000000000000e+02,3.460000000000000000e+02,3.760000000000000000e+02,4.370000000000000000e+02,4.480000000000000000e+02,4.260000000000000000e+02,3.860000000000000000e+02,3.460000000000000000e+02,2.630000000000000000e+02,0.000000000000000000e+00
1.020000000000000000e+02,1.280000000000000000e+02,1.460000000000000000e+02,1.680000000000000000e+02,1.790000000000000000e+02,2.250000000000000000e+02,2.340000000000000000e+02,2.630000000000000000e+02,3.390000000000000000e+02,3.100000000000000000e+02,3.830000000000000000e+02,3.880000000000000000e+02,3.920000000000000000e+02,4.170000000000000000e+02,3.780000000000000000e+02,2.970000000000000000e+02,0.000000000000000000e+00
9.800000000000000000e+01,1.260000000000000000e+02,1.280000000000000000e+02,1.450000000000000000e+02,1.570000000000000000e+02,1.650000000000000000e+02,2.310000000000000000e+02,2.560000000000000000e+02,2.780000000000000000e+02,2.910000000000000000e+02,3.430000000000000000e+02,3.380000000000000000e+02,3.470000000000000000e+02,3.760000000000000000e+02,3.220000000000000000e+02,2.840000000000000000e+02,0.000000000000000000e+00
8.100000000000000000e+01,7.600000000000000000e+01,8.300000000000000000e+01,1.020000000000000000e+02,1.410000000000000000e+02,1.430000000000000000e+02,1.430000000000000000e+02,1.770000000000000000e+02,1.870000000000000000e+02,2.220000000000000000e+02,2.750000000000000000e+02,2.470000000000000000e+02,2.730000000000000000e+02,3.140000000000000000e+02,2.600000000000000000e+02,2.450000000000000000e+02,0.000000000000000000e+00
3.400000000000000000e+01,4.900000000000000000e+01,5.400000000000000000e+01,6.300000000000000000e+01,9.300000000000000000e+01,9.600000000000000000e+01,9.200000000000000000e+01,1.060000000000000000e+02,1.270000000000000000e+02,1.140000000000000000e+02,1.440000000000000000e+02,1.480000000000000000e+02,1.840000000000000000e+02,1.880000000000000000e+02,1.690000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00
2.200000000000000000e+01,3.100000000000000000e+01,3.000000000000000000e+01,2.600000000000000000e+01,5.100000000000000000e+01,4.500000000000000000e+01,4.900000000000000000e+01,5.400000000000000000e+01,8.400000000000000000e+01,7.900000000000000000e+01,8.100000000000000000e+01,7.400000000000000000e+01,9.700000000000000000e+01,9.800000000000000000e+01,8.800000000000000000e+01,7.700000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
