9.000000000000000000e+00,2.100000000000000000e+01,2.200000000000000000e+01,3.700000000000000000e+01,2.900000000000000000e+01,2.700000000000000000e+01,4.300000000000000000e+01,4.400000000000000000e+01,5.100000000000000000e+01,3.900000000000000000e+01,8.400000000000000000e+01,4.600000000000000000e+01,5.900000000000000000e+01,3.900000000000000000e+01,5.000000000000000000e+01,3.300000000000000000e+01,0.000000000000000000e+00
6.500000000000000000e+01,1.100000000000000000e+02,9.700000000000000000e+01,1.040000000000000000e+02,1.430000000000000000e+02,1.320000000000000000e+02,1.480000000000000000e+02,1.870000000000000000e+02,2.240000000000000000e+02,2.320000000000000000e+02,2.800000000000000000e+02,2.480000000000000000e+02,2.740000000000000000e+02,2.660000000000000000e+02,2.500000000000000000e+02,1.960000000000000000e+02,0.000000000000000000e+00
7.100000000000000000e+01,1.280000000000000000e+02,1.240000000000000000e+02,1.430000000000000000e+02,1.890000000000000000e+02,1.920000000000000000e+02,2.340000000000000000e+02,2.160000000000000000e+02,2.410000000000000000e+02,2.920000000000000000e+02,3.380000000000000000e+02,3.300000000000000000e+02,3.500000000000000000e+02,3.140000000000000000e+02,2.820000000000000000e+02,2.180000000000000000e+02,0.000000000000000000e+00
6.800000000000000000e+01,9.400000000000000000e+01,1.020000000000000000e+02,1.160000000000000000e+02,1.210000000000000000e+02,1.600000000000000000e+02,1.560000000000000000e+02,1.770000000000000000e+02,2.470000000000000000e+02,2.250000000000000000e+02,2.980000000000000000e+02,2.760000000000000000e+02,3.150000000000000000e+02,3.450000000000000000e+02,3.110000000000000000e+02,2.520000000000000000e+02,0.000000000000000000e+00
6.800000000000000000e+01,9.700000000000000000e+01,8.800000000000000000e+01,9.800000000000000000e+01,1.050000000000000000e+02,9.700000000000000000e+01,1.730000000000000000e+02,1.910000000000000000e+02,2.030000000000000000e+02,2.270000000000000000e+02,2.710000000000000000e+02,2.430000000000000000e+02,2.720000000000000000e+02,2.990000000000000000e+02,2.640000000000000000e+02,2.330000000000000000e+02,0.000000000000000000e+00
6.400000000000000000e+01,4.600000000000000000e+01,4.000000000000000000e+01,6.500000000000000000e+01,1.090000000000000000e+02,1.010000000000000000e+02,8.500000000000000000e+01,1.170000000000000000e+02,1.130000000000000000e+02,1.630000000000000000e+02,1.960000000000000000e+02,1.920000000000000000e+02,2.100000000000000000e+02,2.590000000000000000e+02,2.010000000000000000e+02,2.060000000000000000e+02,0.000000000000000000e+00
4.500000000000000000e+01,5.600000000000000000e+01,6.200000000000000000e+01,7.500000000000000000e+01,9.800000000000000000e+01,1.050000000000000000e+02,1.110000000000000000e+02,1.260000000000000000e+02,1.400000000000000000e+02,1.400000000000000000e+02,1.740000000000000000e+02,1.740000000000000000e+02,2.130000000000000000e+02,2.170000000000000000e+02,1.960000000000000000e+02,1.970000000000000000e+02,0.000000000000000000e+00
2.500000000000000000e+01,4.000000000000000000e+01,4.300000000000000000e+01,3.600000000000000000e+01,6.000000000000000000e+01,5.800000000000000000e+01,6.600000000000000000e+01,7.200000000000000000e+01,1.030000000000000000e+02,1.120000000000000000e+02,1.260000000000000000e+02,1.100000000000000000e+02,1.410000000000000000e+02,1.470000000000000000e+02,1.330000000000000000e+02,1.240000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
